Time	 CoPx	 Distance(d)	 Abs Distance	 Velocity
31914.57	-0.0138	-0.0113	0.0113	-0.0005
31930.03	-0.0138	0.0	0.0	0.0
31945.18	-0.6013	-0.5875	0.5875	-0.0388
31960.57	-0.1233	0.478	0.478	0.0311
31980.64	-0.1184	0.0049	0.0049	0.0002
31995.78	-0.1235	-0.0052	0.0052	-0.0003
32010.64	-0.6712	-0.5477	0.5477	-0.0369
32026.24	-0.7306	-0.0594	0.0594	-0.0038
32046.21	-0.1233	0.6073	0.6073	0.0304
32063.69	-0.1405	-0.0172	0.0172	-0.001
32079.34	-0.1356	0.0049	0.0049	0.0003
32094.97	-0.6712	-0.5356	0.5356	-0.0343
32109.79	-0.4386	0.2327	0.2327	0.0157
32130.0	-0.1412	0.2974	0.2974	0.0147
32145.18	-0.6013	-0.4601	0.4601	-0.0303
32160.59	-0.1396	0.4617	0.4617	0.03
32180.55	0.2024	0.342	0.342	0.0171
32195.74	-0.1878	-0.3902	0.3902	-0.0257
32210.51	-0.2668	-0.079	0.079	-0.0053
32226.13	-0.2667	0.0001	0.0001	0.0
32247.91	0.4591	0.7259	0.7259	0.0333
32262.51	0.3747	-0.0845	0.0845	-0.0058
32279.88	-0.5794	-0.9541	0.9541	-0.0549
32297.57	0.0543	0.6337	0.6337	0.0358
32315.1	-0.1235	-0.1778	0.1778	-0.0101
32326.03	-0.1356	-0.0121	0.0121	-0.0011
32342.87	-0.5724	-0.4368	0.4368	-0.0259
32364.17	-0.2041	0.3683	0.3683	0.0173
32380.53	-0.0851	0.119	0.119	0.0073
32396.68	0.9899	1.0749	1.0749	0.0666
32412.61	0.359	-0.6309	0.6309	-0.0396
32429.44	-0.1412	-0.5002	0.5002	-0.0297
32445.89	-0.6013	-0.4601	0.4601	-0.028
32464.18	0.6869	1.2883	1.2883	0.0704
32480.52	-0.0138	-0.7007	0.7007	-0.0429
32496.78	-0.701	-0.6872	0.6872	-0.0423
32512.37	0.0166	0.7176	0.7176	0.046
32527.14	-0.6013	-0.618	0.618	-0.0418
32547.22	0.0144	0.6157	0.6157	0.0307
32562.69	-0.2041	-0.2185	0.2185	-0.0141
32577.83	-0.4806	-0.2765	0.2765	-0.0183
32597.7	0.073	0.5536	0.5536	0.0279
32613.39	-0.2472	-0.3202	0.3202	-0.0204
32629.2	-0.7306	-0.4834	0.4834	-0.0306
32644.54	-0.6712	0.0594	0.0594	0.0039
32659.88	0.0372	0.7084	0.7084	0.0462
32678.09	0.0651	0.0279	0.0279	0.0015
32694.26	-0.0244	-0.0895	0.0895	-0.0055
32714.38	-0.1184	-0.094	0.094	-0.0047
32729.09	-0.6712	-0.5529	0.5529	-0.0376
32744.35	-0.2472	0.424	0.424	0.0278
32759.99	-0.6013	-0.3541	0.3541	-0.0226
32780.03	-0.7306	-0.1293	0.1293	-0.0064
32795.0	-0.5527	0.1779	0.1779	0.0119
32809.64	-0.1396	0.4131	0.4131	0.0282
32829.35	0.0372	0.1768	0.1768	0.009
32844.73	0.0468	0.0096	0.0096	0.0006
32859.89	0.0166	-0.0301	0.0301	-0.002
32877.08	-0.1184	-0.135	0.135	-0.0079
32892.94	-0.1184	0.0	0.0	0.0
32913.96	-0.0368	0.0816	0.0816	0.0039
32930.41	0.0372	0.074	0.074	0.0045
32947.82	0.0543	0.0171	0.0171	0.001
32963.5	0.0044	-0.0499	0.0499	-0.0032
32978.83	-0.6013	-0.6057	0.6057	-0.0395
32994.38	-0.1405	0.4608	0.4608	0.0296
33009.53	-0.1461	-0.0056	0.0056	-0.0004
33029.66	0.0372	0.1833	0.1833	0.0091
33044.88	0.0219	-0.0153	0.0153	-0.001
33060.08	-0.2517	-0.2736	0.2736	-0.018
33077.46	-0.0655	0.1863	0.1863	0.0107
33093.28	-0.6181	-0.5527	0.5527	-0.0349
33109.89	0.073	0.6912	0.6912	0.0416
33126.01	0.5315	0.4584	0.4584	0.0284
33147.54	-0.6014	-1.1329	1.1329	-0.0526
33163.95	-0.4012	0.2003	0.2003	0.0122
33180.98	0.0166	0.4178	0.4178	0.0245
33197.43	-0.6053	-0.6219	0.6219	-0.0378
33213.36	-0.1184	0.4869	0.4869	0.0306
33228.33	-0.1184	0.0	0.0	0.0
33243.12	-0.0138	0.1046	0.1046	0.0071
33263.43	0.3362	0.35	0.35	0.0172
33276.1	0.4404	0.1043	0.1043	0.0082
33296.01	0.5032	0.0627	0.0627	0.0032
33311.46	-0.0244	-0.5276	0.5276	-0.0341
33326.2	-0.0851	-0.0607	0.0607	-0.0041
33346.44	0.0468	0.1318	0.1318	0.0065
33361.56	0.0058	-0.041	0.041	-0.0027
33377.1	-0.6013	-0.6071	0.6071	-0.0391
33397.07	-0.6712	-0.0699	0.0699	-0.0035
Max Range is: 2.005396708801188
Mean Range is: 0.33364802833318685
Peak Velocity is: 0.0734157855762956
Mean Velocity is: -3.1447982854409577e-06

Time	 CoPy	 Distance(d)	 Abs Distance	 Velocity
23060.88	-0.1753
23077.5	-0.0064	0.1689	0.1689	0.0102
23097.54	-0.5998	-0.5934	0.5934	-0.0296
23112.85	0.0402	0.64	0.64	0.0418
23127.6	0.4637	0.4235	0.4235	0.0287
23143.13	0.524	0.0603	0.0603	0.0039
23160.51	0.3968	-0.1272	0.1272	-0.0073
23180.96	0.4122	0.0154	0.0154	0.0008
23196.43	-0.4689	-0.8811	0.8811	-0.057
23211.81	-0.0064	0.4624	0.4624	0.0301
23226.85	-0.1215	-0.1151	0.1151	-0.0077
23247.29	-0.5805	-0.459	0.459	-0.0225
23262.63	-0.6304	-0.0499	0.0499	-0.0033
23277.56	0.0118	0.6422	0.6422	0.043
23297.58	-0.1215	-0.1334	0.1334	-0.0067
23313.1	0.9849	1.1064	1.1064	0.0713
23328.43	0.5033	-0.4816	0.4816	-0.0314
23343.99	-0.0171	-0.5205	0.5205	-0.0334
23361.25	0.0697	0.0869	0.0869	0.005
23376.88	-0.0843	-0.1541	0.1541	-0.0099
23393.12	0.0615	0.1459	0.1459	0.009
23413.1	-0.1215	-0.183	0.183	-0.0092
23427.8	-0.0617	0.0598	0.0598	0.0041
23443.34	-0.0028	0.0588	0.0588	0.0038
23463.59	0.015	0.0179	0.0179	0.0009
23478.94	0.009	-0.0061	0.0061	-0.0004
23493.98	-0.1215	-0.1305	0.1305	-0.0087
23513.93	-0.5373	-0.4157	0.4157	-0.0208
23528.93	-0.1386	0.3987	0.3987	0.0266
23544.1	-0.0724	0.0662	0.0662	0.0044
23561.24	-0.0064	0.0659	0.0659	0.0038
23576.3	0.3534	0.3599	0.3599	0.0239
23596.22	-0.2288	-0.5822	0.5822	-0.0292
23611.52	0.3314	0.5602	0.5602	0.0366
23627.48	0.4567	0.1253	0.1253	0.0079
23642.88	-0.0646	-0.5213	0.5213	-0.0339
23663.11	-0.1991	-0.1345	0.1345	-0.0066
23678.55	-0.2288	-0.0296	0.0296	-0.0019
23693.77	-0.1215	0.1072	0.1072	0.007
23713.96	-0.1215	0.0	0.0	0.0
23728.99	-0.1169	0.0046	0.0046	0.0003
23744.14	0.0511	0.168	0.168	0.0111
23761.11	-0.0171	-0.0683	0.0683	-0.004
23776.65	-0.0843	-0.0672	0.0672	-0.0043
23796.84	-0.1753	-0.0909	0.0909	-0.0045
23811.83	0.3364	0.5117	0.5117	0.0341
23826.83	-0.1501	-0.4865	0.4865	-0.0324
23847.05	-0.6104	-0.4603	0.4603	-0.0228
23862.32	-0.1169	0.4935	0.4935	0.0323
23877.7	0.0068	0.1237	0.1237	0.008
23897.71	-0.4801	-0.4869	0.4869	-0.0243
23914.89	-0.5852	-0.105	0.105	-0.0061
23930.57	0.0523	0.6375	0.6375	0.0407
23945.74	0.0697	0.0174	0.0174	0.0011
23962.72	0.0226	-0.0472	0.0472	-0.0028
23978.17	-0.0843	-0.1069	0.1069	-0.0069
23993.87	0.3716	0.4559	0.4559	0.029
24014.03	-0.6527	-1.0243	1.0243	-0.0508
24029.17	-0.585	0.0676	0.0676	0.0045
24044.21	-0.1336	0.4515	0.4515	0.03
24059.86	-0.0946	0.039	0.039	0.0025
24080.01	0.3302	0.4248	0.4248	0.0211
24095.09	-0.5805	-0.9106	0.9106	-0.0604
24110.12	-0.0963	0.4841	0.4841	0.0322
24130.7	-0.1395	-0.0432	0.0432	-0.0021
24146.15	0.3301	0.4696	0.4696	0.0304
24163.35	-0.0064	-0.3365	0.3365	-0.0196
24178.73	0.4873	0.4937	0.4937	0.0321
24194.3	0.4637	-0.0235	0.0235	-0.0015
24209.89	-0.1169	-0.5806	0.5806	-0.0372
24230.02	-0.1215	-0.0046	0.0046	-0.0002
24245.33	0.4873	0.6088	0.6088	0.0398
24260.7	0.0022	-0.4851	0.4851	-0.0316
24280.47	0.5306	0.5285	0.5285	0.0267
24295.74	-0.7098	-1.2404	1.2404	-0.0812
24310.54	0.0606	0.7704	0.7704	0.0521
24330.57	0.593	0.5324	0.5324	0.0266
24345.86	-0.0171	-0.6101	0.6101	-0.0399
24363.17	-0.1215	-0.1044	0.1044	-0.006
24378.56	0.0606	0.1821	0.1821	0.0118
24393.78	-0.7098	-0.7704	0.7704	-0.0506
24413.66	-0.1386	0.5712	0.5712	0.0287
24428.27	-0.1436	-0.005	0.005	-0.0003
24443.63	-0.1265	0.0171	0.0171	0.0011
24463.27	-0.1674	-0.0409	0.0409	-0.0021
24478.77	-0.6527	-0.4853	0.4853	-0.0313
24494.21	0.0078	0.6605	0.6605	0.0428
24514.16	0.24	0.2322	0.2322	0.0116
24529.83	0.0226	-0.2174	0.2174	-0.0139
24545.67	-0.0147	-0.0373	0.0373	-0.0024
24562.95	-0.0147	0.0	0.0	0.0
24578.31	-0.1507	-0.136	0.136	-0.0089
24593.97	-0.1336	0.0172	0.0172	0.0011
24609.95	-0.4087	-0.2752	0.2752	-0.0172
24627.24	-0.4563	-0.0476	0.0476	-0.0028
24646.78	-0.1753	0.281	0.281	0.0144
24662.55	0.4671	0.6423	0.6423	0.0407
24677.92	-0.1594	-0.6265	0.6265	-0.0408
24693.19	-0.0671	0.0923	0.0923	0.006
24713.01	-0.2334	-0.1662	0.1662	-0.0084
24727.94	0.0118	0.2452	0.2452	0.0164
24743.48	-0.2334	-0.2452	0.2452	-0.0158
24765.69	0.0429	0.2763	0.2763	0.0124
24776.03	0.4552	0.4123	0.4123	0.0399
24795.72	-0.1861	-0.6412	0.6412	-0.0326
24810.47	-0.6527	-0.4666	0.4666	-0.0316
24830.55	-0.0407	0.612	0.612	0.0305
24846.4	-0.5373	-0.4965	0.4965	-0.0313
24861.62	-0.4504	0.0868	0.0868	0.0057
24876.93	-0.5855	-0.1351	0.1351	-0.0088
24897.38	-0.1336	0.452	0.452	0.0221
24913.32	0.2064	0.34	0.34	0.0213
24928.73	0.3227	0.1163	0.1163	0.0075
24943.82	-0.2786	-0.6013	0.6013	-0.0398
24963.38	-0.2737	0.0049	0.0049	0.0003
24980.43	-0.4514	-0.1778	0.1778	-0.0104
24996.06	0.0118	0.4633	0.4633	0.0296
25010.64	0.0162	0.0044	0.0044	0.0003
25030.3	0.24	0.2238	0.2238	0.0114
25045.33	-0.1169	-0.3569	0.3569	-0.0237
25061.01	-0.1102	0.0067	0.0067	0.0004
25076.49	-0.0724	0.0378	0.0378	0.0024
25096.29	-0.0064	0.0659	0.0659	0.0033
25111.39	-0.1386	-0.1321	0.1321	-0.0088
25126.1	0.0121	0.1507	0.1507	0.0102
25145.8	0.0485	0.0364	0.0364	0.0018
25161.2	-0.2605	-0.309	0.309	-0.0201
25178.49	0.0368	0.2973	0.2973	0.0172
25193.59	-0.1411	-0.178	0.178	-0.0118
25214.14	-0.1336	0.0076	0.0076	0.0004
25228.84	-0.0064	0.1271	0.1271	0.0086
25244.08	0.3534	0.3599	0.3599	0.0236
25259.43	-0.1386	-0.492	0.492	-0.0321
25279.83	-0.1386	0.0	0.0	0.0
25295.03	-0.1991	-0.0606	0.0606	-0.004
25309.64	-0.445	-0.2459	0.2459	-0.0168
25329.75	0.0012	0.4462	0.4462	0.0222
25345.25	-0.1224	-0.1236	0.1236	-0.008
25361.24	-0.1386	-0.0162	0.0162	-0.001
25378.41	-0.5969	-0.4583	0.4583	-0.0267
25393.85	0.0118	0.6087	0.6087	0.0394
25413.7	-0.2095	-0.2214	0.2214	-0.0112
25428.63	-0.1336	0.076	0.076	0.0051
25443.76	0.0485	0.1821	0.1821	0.012
25463.63	0.54	0.4915	0.4915	0.0247
25479.01	0.0383	-0.5017	0.5017	-0.0326
25494.39	0.4722	0.4338	0.4338	0.0282
25509.81	-0.6024	-1.0745	1.0745	-0.0697
25529.77	-0.0724	0.53	0.53	0.0266
25545.16	-0.0843	-0.012	0.012	-0.0008
25560.58	-0.0843	0.0	0.0	0.0
25581.83	0.485	0.5693	0.5693	0.0268
25597.25	0.0511	-0.4339	0.4339	-0.0281
25612.63	-0.2095	-0.2607	0.2607	-0.0169
25628.7	-0.1336	0.076	0.076	0.0047
25644.2	-0.1336	0.0	0.0	0.0
25664.29	-0.0171	0.1164	0.1164	0.0058
25679.56	-0.7098	-0.6926	0.6926	-0.0454
25694.77	-0.0147	0.695	0.695	0.0457
25709.55	0.3534	0.3682	0.3682	0.0249
25729.62	-0.1222	-0.4757	0.4757	-0.0237
25744.76	0.3364	0.4587	0.4587	0.0303
25760.1	-0.1501	-0.4865	0.4865	-0.0317
25782.71	0.03	0.1801	0.1801	0.008
25793.45	-1.0845	-1.1145	1.1145	-0.1038
25814.06	-0.6024	0.4821	0.4821	0.0234
25829.25	-0.0064	0.5959	0.5959	0.0392
25844.91	-0.1386	-0.1321	0.1321	-0.0084
25860.38	-0.1436	-0.005	0.005	-0.0003
25880.15	-0.0685	0.0751	0.0751	0.0038
25895.28	-0.0724	-0.0039	0.0039	-0.0003
25911.4	-0.0064	0.0659	0.0659	0.0041
25926.76	-0.1406	-0.1342	0.1342	-0.0087
25946.57	-0.2052	-0.0645	0.0645	-0.0033
25961.98	-1.1994	-0.9942	0.9942	-0.0645
25977.57	-0.6527	0.5467	0.5467	0.0351
25995.08	-0.0305	0.6222	0.6222	0.0355
26009.92	-0.6024	-0.5719	0.5719	-0.0385
26029.63	-0.6875	-0.0851	0.0851	-0.0043
26044.97	-0.2064	0.481	0.481	0.0314
26060.23	0.3968	0.6033	0.6033	0.0395
26080.16	0.5371	0.1403	0.1403	0.007
26095.38	-0.1672	-0.7043	0.7043	-0.0463
26110.2	-0.0147	0.1524	0.1524	0.0103
26130.47	-0.1386	-0.1238	0.1238	-0.0061
26145.73	-0.6024	-0.4638	0.4638	-0.0304
26161.23	0.2709	0.8732	0.8732	0.0563
26176.58	0.2709	0.0	0.0	0.0
26193.56	0.3534	0.0826	0.0826	0.0049
26214.04	0.2367	-0.1168	0.1168	-0.0057
26230.24	-0.585	-0.8217	0.8217	-0.0507
26245.63	0.0511	0.6362	0.6362	0.0413
26261.31	-0.1215	-0.1726	0.1726	-0.011
26276.88	-0.1336	-0.012	0.012	-0.0008
26296.85	-0.7098	-0.5762	0.5762	-0.0289
26312.43	-0.1215	0.5882	0.5882	0.0378
26327.62	-0.1386	-0.017	0.017	-0.0011
26342.91	-0.1753	-0.0367	0.0367	-0.0024
26362.75	-0.0646	0.1107	0.1107	0.0056
26378.08	-1.0696	-1.0049	1.0049	-0.0656
26395.14	-0.4152	0.6544	0.6544	0.0384
26410.16	0.0485	0.4637	0.4637	0.0309
26430.24	-0.0724	-0.1209	0.1209	-0.006
26445.37	0.0162	0.0886	0.0886	0.0059
26460.47	-0.1336	-0.1498	0.1498	-0.0099
26476.37	-0.5972	-0.4637	0.4637	-0.0292
26496.74	-0.1753	0.4219	0.4219	0.0207
26512.42	0.5083	0.6836	0.6836	0.0436
26527.6	0.0171	-0.4912	0.4912	-0.0324
26542.92	0.0511	0.034	0.034	0.0022
26563.04	0.3581	0.3069	0.3069	0.0153
26578.4	0.3581	0.0	0.0	0.0
26596.22	-0.477	-0.8351	0.8351	-0.0469
26611.58	0.4671	0.9441	0.9441	0.0615
26627.43	-0.1336	-0.6006	0.6006	-0.0379
26642.94	0.0245	0.158	0.158	0.0102
26662.83	0.0606	0.0362	0.0362	0.0018
26677.91	-0.1386	-0.1992	0.1992	-0.0132
26693.23	-0.1753	-0.0367	0.0367	-0.0024
26713.64	0.0606	0.2359	0.2359	0.0116
26728.7	0.0346	-0.0261	0.0261	-0.0017
26743.96	-0.026	-0.0606	0.0606	-0.004
26764.11	-0.4618	-0.4358	0.4358	-0.0216
26779.38	-0.4115	0.0503	0.0503	0.0033
26796.63	-0.6304	-0.2189	0.2189	-0.0127
26811.63	-0.1386	0.4918	0.4918	0.0328
26826.48	-0.1991	-0.0606	0.0606	-0.0041
26846.25	0.663	0.8622	0.8622	0.0436
26861.82	-0.0722	-0.7352	0.7352	-0.0472
26877.32	-0.585	-0.5129	0.5129	-0.0331
26897.46	-0.1386	0.4465	0.4465	0.0222
26914.04	-0.0706	0.068	0.068	0.0041
26929.93	-0.0646	0.006	0.006	0.0004
26946.24	0.0383	0.103	0.103	0.0063
26961.71	-0.0064	-0.0448	0.0448	-0.0029
26977.29	-0.1215	-0.1151	0.1151	-0.0074
26994.7	-0.4472	-0.3257	0.3257	-0.0187
27009.74	-0.0147	0.4324	0.4324	0.0288
27029.28	-0.0843	-0.0696	0.0696	-0.0036
27044.79	-0.0724	0.012	0.012	0.0008
27060.06	-0.0724	0.0	0.0	0.0
27079.72	-0.056	0.0163	0.0163	0.0008
27095.21	-0.1753	-0.1193	0.1193	-0.0077
27109.89	-0.1672	0.0081	0.0081	0.0006
27129.71	-0.1753	-0.0081	0.0081	-0.0004
27145.13	0.5306	0.7059	0.7059	0.0458
27160.32	-0.1274	-0.658	0.658	-0.0433
27180.15	-0.5598	-0.4325	0.4325	-0.0218
27197.41	-0.0064	0.5534	0.5534	0.0321
27212.6	0.3466	0.3531	0.3531	0.0232
27227.5	0.0511	-0.2955	0.2955	-0.0198
27243.0	-0.1167	-0.1679	0.1679	-0.0108
27263.12	-0.0619	0.0549	0.0549	0.0027
27278.28	-0.0171	0.0447	0.0447	0.003
27293.52	-0.1406	-0.1235	0.1235	-0.0081
27313.76	-0.2288	-0.0881	0.0881	-0.0044
27328.77	-0.1395	0.0893	0.0893	0.0059
27345.04	-0.1441	-0.0046	0.0046	-0.0003
27360.12	0.8741	1.0182	1.0182	0.0675
27379.85	-0.1169	-0.991	0.991	-0.0502
27395.03	-0.4033	-0.2864	0.2864	-0.0189
27412.81	-0.0724	0.3309	0.3309	0.0186
27427.52	-0.1552	-0.0828	0.0828	-0.0056
27442.72	-0.1336	0.0216	0.0216	0.0014
27462.9	-0.7098	-0.5762	0.5762	-0.0286
27478.06	-0.0041	0.7056	0.7056	0.0465
27493.11	-0.0843	-0.0802	0.0802	-0.0053
27513.29	-0.1386	-0.0542	0.0542	-0.0027
27528.5	-0.0632	0.0754	0.0754	0.005
27544.11	-0.1215	-0.0583	0.0583	-0.0037
27559.59	-0.5902	-0.4687	0.4687	-0.0303
27579.68	-0.1336	0.4566	0.4566	0.0227
27594.93	0.7686	0.9021	0.9021	0.0592
27612.41	-1.1994	-1.968	1.968	-0.1126
27628.24	-0.5499	0.6495	0.6495	0.041
27643.36	0.4567	1.0066	1.0066	0.0666
27663.79	0.8681	0.4114	0.4114	0.0201
27679.0	-0.026	-0.8941	0.8941	-0.0588
27694.01	0.0697	0.0957	0.0957	0.0064
27713.66	-0.0767	-0.1464	0.1464	-0.0075
27728.5	-0.6304	-0.5537	0.5537	-0.0373
27743.65	-0.1494	0.481	0.481	0.0317
27763.36	-0.1336	0.0158	0.0158	0.0008
27778.17	-0.1889	-0.0554	0.0554	-0.0037
27793.43	0.5328	0.7217	0.7217	0.0473
27810.47	0.7506	0.2178	0.2178	0.0128
27830.21	-0.1406	-0.8912	0.8912	-0.0451
27845.26	0.5083	0.649	0.649	0.0431
27860.48	-0.7098	-1.2181	1.2181	-0.08
27880.76	0.0364	0.7462	0.7462	0.0368
27896.1	0.0383	0.0019	0.0019	0.0001
27911.96	-0.4252	-0.4636	0.4636	-0.0292
27927.28	-0.1169	0.3083	0.3083	0.0201
27947.49	0.4926	0.6095	0.6095	0.0302
27963.21	-0.4504	-0.943	0.943	-0.06
27978.83	-0.1386	0.3119	0.3119	0.02
27994.09	-0.0171	0.1214	0.1214	0.008
28010.67	-0.0843	-0.0672	0.0672	-0.0041
28026.09	-0.1169	-0.0326	0.0326	-0.0021
28046.33	-0.0064	0.1105	0.1105	0.0055
28066.88	-0.0171	-0.0107	0.0107	-0.0005
28077.37	0.4637	0.4809	0.4809	0.0458
28097.35	-0.1215	-0.5852	0.5852	-0.0293
28113.1	-0.0041	0.1174	0.1174	0.0075
28128.28	0.0121	0.0163	0.0163	0.0011
28143.84	0.0175	0.0053	0.0053	0.0003
28159.71	0.3716	0.3541	0.3541	0.0223
28180.41	0.3364	-0.0352	0.0352	-0.0017
28196.17	-0.6214	-0.9578	0.9578	-0.0608
28213.19	0.0245	0.6458	0.6458	0.0379
28228.13	-0.0724	-0.0968	0.0968	-0.0065
28243.69	-0.0064	0.0659	0.0659	0.0042
28264.08	-0.1215	-0.1151	0.1151	-0.0056
28279.63	0.3421	0.4636	0.4636	0.0298
28294.93	-0.1717	-0.5138	0.5138	-0.0336
28310.2	0.7273	0.899	0.899	0.0589
28330.23	0.7506	0.0233	0.0233	0.0012
28345.28	0.5188	-0.2318	0.2318	-0.0154
28360.68	0.0368	-0.482	0.482	-0.0313
28376.67	0.0374	0.0006	0.0006	0.0
28397.07	-0.4801	-0.5176	0.5176	-0.0254
28414.3	-0.1215	0.3586	0.3586	0.0208
28429.15	0.0189	0.1404	0.1404	0.0095
28444.6	0.0182	-0.0007	0.0007	-0.0
28459.66	-0.4689	-0.487	0.487	-0.0323
28479.59	-0.1386	0.3303	0.3303	0.0166
28494.9	0.0022	0.1408	0.1408	0.0092
28509.74	-0.585	-0.5873	0.5873	-0.0396
28529.81	-0.1753	0.4098	0.4098	0.0204
28544.87	-0.1336	0.0417	0.0417	0.0028
28560.22	0.0402	0.1737	0.1737	0.0113
28580.69	0.0022	-0.038	0.038	-0.0019
28596.7	0.0022	0.0	0.0	0.0
28611.67	0.5328	0.5306	0.5306	0.0354
28629.12	-0.0041	-0.5369	0.5369	-0.0308
28645.65	-0.0724	-0.0682	0.0682	-0.0041
28661.34	0.4751	0.5474	0.5474	0.0349
28676.63	0.8054	0.3303	0.3303	0.0216
28696.18	0.4567	-0.3486	0.3486	-0.0178
28711.71	0.4567	-0.0	0.0	-0.0
28726.66	-0.585	-1.0417	1.0417	-0.0697
28746.9	-0.0849	0.5001	0.5001	0.0247
28762.21	-0.0064	0.0785	0.0785	0.0051
28777.46	0.3716	0.378	0.378	0.0248
28797.73	0.3364	-0.0352	0.0352	-0.0017
28813.49	0.4011	0.0647	0.0647	0.0041
28830.19	-0.1224	-0.5235	0.5235	-0.0314
28845.39	-0.5373	-0.4148	0.4148	-0.0273
28860.77	-0.1753	0.362	0.362	0.0235
28876.22	-0.1386	0.0367	0.0367	0.0024
28896.11	-0.1392	-0.0006	0.0006	-0.0
28912.1	-0.1224	0.0168	0.0168	0.001
28927.58	-0.6214	-0.499	0.499	-0.0322
28943.27	-0.0064	0.6149	0.6149	0.0392
28963.03	-0.0724	-0.0659	0.0659	-0.0033
28978.64	-1.1068	-1.0344	1.0344	-0.0663
28993.92	-0.0064	1.1003	1.1003	0.072
29014.02	-0.4252	-0.4188	0.4188	-0.0208
29026.32	-0.1169	0.3083	0.3083	0.0251
29046.29	-0.1169	0.0	0.0	0.0
29061.27	-0.0147	0.1022	0.1022	0.0068
29076.53	-0.1336	-0.1188	0.1188	-0.0078
29096.58	-0.1215	0.012	0.012	0.0006
29111.9	-0.7098	-0.5882	0.5882	-0.0384
29126.67	-0.6214	0.0884	0.0884	0.006
29146.74	0.0381	0.6594	0.6594	0.0329
29162.4	-0.1386	-0.1766	0.1766	-0.0113
29178.11	-0.1215	0.017	0.017	0.0011
29193.26	-0.0849	0.0366	0.0366	0.0024
29213.17	0.0118	0.0967	0.0967	0.0049
29230.09	-0.5499	-0.5618	0.5618	-0.0332
29245.75	0.0022	0.5521	0.5521	0.0353
29260.9	-0.0171	-0.0194	0.0194	-0.0013
29276.91	-0.6527	-0.6356	0.6356	-0.0397
29297.45	0.4093	1.062	1.062	0.0517
29313.68	-0.1386	-0.5478	0.5478	-0.0338
29328.81	-0.1336	0.005	0.005	0.0003
29344.21	-0.0767	0.0569	0.0569	0.0037
29359.83	-0.026	0.0507	0.0507	0.0032
29380.61	-0.2334	-0.2074	0.2074	-0.01
29396.2	0.3534	0.5868	0.5868	0.0376
29411.69	-0.2334	-0.5868	0.5868	-0.0379
29428.7	-0.2334	0.0	0.0	0.0
29443.8	-0.0147	0.2186	0.2186	0.0145
29459.79	0.0022	0.0169	0.0169	0.0011
29480.07	-0.0843	-0.0865	0.0865	-0.0043
29495.25	-0.1386	-0.0542	0.0542	-0.0036
29510.25	-0.0028	0.1357	0.1357	0.009
29530.44	0.4721	0.475	0.475	0.0235
29546.21	0.3968	-0.0753	0.0753	-0.0048
29561.34	0.4155	0.0187	0.0187	0.0012
29576.52	-0.4595	-0.8751	0.8751	-0.0576
29596.55	-0.0515	0.408	0.408	0.0204
29611.88	-0.4338	-0.3823	0.3823	-0.0249
29629.57	0.4073	0.8411	0.8411	0.0475
29644.89	0.0022	-0.4051	0.4051	-0.0264
29660.53	-0.0064	-0.0086	0.0086	-0.0005
29676.27	-0.1215	-0.1151	0.1151	-0.0073
29696.33	-0.4174	-0.2959	0.2959	-0.0147
29711.52	-0.585	-0.1677	0.1677	-0.011
29726.49	-0.026	0.5591	0.5591	0.0373
29746.82	-0.0736	-0.0476	0.0476	-0.0023
29762.06	0.402	0.4756	0.4756	0.0312
29777.34	-0.1215	-0.5236	0.5236	-0.0343
29797.53	-0.5366	-0.4151	0.4151	-0.0206
29812.88	-0.1436	0.393	0.393	0.0256
29829.86	-0.6214	-0.4778	0.4778	-0.0281
29844.92	-0.0843	0.537	0.537	0.0357
29860.14	-0.6024	-0.518	0.518	-0.034
29880.34	-0.204	0.3983	0.3983	0.0197
29895.71	0.0606	0.2647	0.2647	0.0172
29911.82	-0.1215	-0.1821	0.1821	-0.0113
29927.91	0.0022	0.1237	0.1237	0.0077
29943.4	0.3534	0.3512	0.3512	0.0227
29963.4	-0.1021	-0.4555	0.4555	-0.0228
29978.55	-0.1215	-0.0194	0.0194	-0.0013
29994.05	-0.2736	-0.1521	0.1521	-0.0098
30014.33	-0.1531	0.1206	0.1206	0.0059
30031.92	-0.7217	-0.5686	0.5686	-0.0323
30047.0	-0.5969	0.1248	0.1248	0.0083
30062.59	-0.5392	0.0577	0.0577	0.0037
30077.87	-0.1336	0.4056	0.4056	0.0265
30093.54	-0.0619	0.0717	0.0717	0.0046
30114.64	-0.1336	-0.0717	0.0717	-0.0034
30129.55	0.4637	0.5973	0.5973	0.0401
30144.56	-0.2563	-0.72	0.72	-0.048
30160.21	-0.1169	0.1394	0.1394	0.0089
30180.48	-0.4494	-0.3325	0.3325	-0.0164
30195.99	-0.1753	0.2741	0.2741	0.0177
30211.44	0.0511	0.2264	0.2264	0.0147
30226.42	-0.4174	-0.4685	0.4685	-0.0313
30243.78	-0.0767	0.3407	0.3407	0.0196
30263.96	0.0118	0.0885	0.0885	0.0044
30279.59	-0.1169	-0.1288	0.1288	-0.0082
30295.08	0.3364	0.4533	0.4533	0.0293
30309.61	0.524	0.1876	0.1876	0.0129
30329.65	0.2367	-0.2874	0.2874	-0.0143
30344.83	-0.5499	-0.7866	0.7866	-0.0518
30360.02	0.524	1.074	1.074	0.0707
30380.07	0.2606	-0.2634	0.2634	-0.0131
