Time	 CoPx	 Distance(d)	 Abs Distance	 Velocity
46968.35	11.1793	0.2716	0.2716	0.0118
46985.89	-17.4525	-28.6318	28.6318	-1.6324
47003.01	10.9077	28.3602	28.3602	1.6566
47025.12	-5.112	-16.0197	16.0197	-0.7245
47049.82	-17.1597	-12.0477	12.0477	-0.4878
47068.54	2.496	19.6558	19.6558	1.05
47092.17	2.97	0.4739	0.4739	0.0201
47113.97	2.9789	0.009	0.009	0.0004
47135.48	2.5098	-0.4692	0.4692	-0.0218
47157.86	-0.6695	-3.1792	3.1792	-0.1421
47186.43	-1.4382	-0.7687	0.7687	-0.0269
47203.21	-1.8533	-0.4151	0.4151	-0.0247
47225.09	-2.3228	-0.4695	0.4695	-0.0215
47249.11	-4.4202	-2.0974	2.0974	-0.0873
47268.47	1.4199	5.8401	5.8401	0.3017
47291.51	2.1542	0.7343	0.7343	0.0319
47313.18	1.4199	-0.7343	0.7343	-0.0339
47335.48	1.4241	0.0042	0.0042	0.0002
47358.16	1.4184	-0.0056	0.0056	-0.0002
47380.23	-0.658	-2.0765	2.0765	-0.0941
47402.79	-2.3464	-1.6884	1.6884	-0.0748
Max Range is: 34.58383231596346
Mean Range is: -0.007285897071534991
Peak Velocity is: 1.9120935631596068
Mean Velocity is: 0.00010635090979876359
